PROD_DATE,WELL_NAME,ON_STREAM_HRS,BOTTOMHOLE_FLOWING_PRESSURE (PSI),DOWNHOLE_TEMPERATURE (deg F),ANNULUS_PRESS (PSI),CHOKE_SIZE (%),WELL_HEAD_PRESSURE (PSI),WELL_HEAD_TEMPERATURE (deg F),CUMULATIVE_OIL_PROD (STB),CUMULATIVE_FORMATION_GAS_PROD (MSCF),CUMULATIVE_TOTAL_GAS_PROD (MSCF),CUMULATIVE_WATER_PROD (BBL),RESERVOIR_CLASSIFICATION
2014-12-09,Well_#17,24.0,2167,159.57,753.207,100.0,74.702,87.936,104584,95597,138085,108579,DEPU
2014-12-10,Well_#17,24.0,2151,157.258,756.465,100.0,75.087,88.307,105527,96439,139301,109818,DEPU
2014-12-11,Well_#17,24.0,2163,157.151,754.656,100.0,74.655,88.177,106482,97284,140521,111021,DEPU
2014-12-12,Well_#17,24.0,2162,153.967,749.464,100.0,75.213,87.516,107365,98095,141693,112302,DEPU
2014-12-13,Well_#17,24.0,2150,158.142,747.447,100.0,75.002,87.289,108331,98980,142972,113565,DEPU
2014-12-14,Well_#17,24.0,2132,155.587,749.104,100.0,74.328,88.127,109295,99862,144244,114828,DEPU
2014-12-15,Well_#17,24.0,2153,156.498,747.834,100.0,74.518,87.468,110246,100728,145497,116073,DEPU
2014-12-16,Well_#17,24.0,2146,158.259,748.55,100.0,74.525,87.461,111192,101593,146746,117280,DEPU
2014-12-17,Well_#17,24.0,2136,156.372,745.201,100.0,73.842,88.138,112131,102451,147985,118487,DEPU
2014-12-18,Well_#17,24.0,2127,159.79,743.452,100.0,74.425,87.296,113067,103302,149214,119726,DEPU
2014-12-19,Well_#17,24.0,2141,159.658,736.995,100.0,73.942,87.502,113993,104149,150437,120881,DEPU
2014-12-20,Well_#17,24.0,2121,159.357,732.565,100.0,73.959,87.096,114914,104988,151650,121994,DEPU
2014-12-21,Well_#17,24.0,2103,155.582,743.037,97.91667,73.772,87.641,115830,105821,152853,123125,DEPU
2014-12-22,Well_#17,24.0,2118,153.813,740.212,97.91667,74.318,87.048,116731,106651,154052,124241,DEPU
2014-12-23,Well_#17,24.0,2103,159.228,740.489,100.0,74.136,87.202,117629,107471,155235,125337,DEPU
2014-12-24,Well_#17,24.0,2134,156.825,748.801,100.0,73.669,87.922,118456,108227,156329,126472,DEPU
2014-12-25,Well_#17,24.0,2126,155.906,743.716,100.0,73.652,87.977,119271,108973,157406,127594,DEPU
2014-12-26,Well_#17,24.0,2111,155.23,742.148,100.0,73.408,87.838,120077,109712,158473,128694,DEPU
2014-12-27,Well_#17,24.0,2113,157.5,746.273,100.0,73.332,87.903,120874,110443,159529,129790,DEPU
2014-12-28,Well_#17,24.0,2097,159.905,736.691,100.0,73.878,86.103,121666,111171,160580,130885,DEPU
2014-12-29,Well_#17,24.0,2103,154.089,731.685,100.0,74.223,84.28,122459,111906,161642,132054,DEPU
2014-12-30,Well_#17,24.0,2111,157.253,739.106,100.0,73.624,86.513,123242,112635,162695,133236,DEPU
2014-12-31,Well_#17,24.0,2109,155.06,742.317,100.0,73.215,88.513,124019,113357,163738,134409,DEPU
2015-01-01,Well_#17,24.0,2103,157.772,733.499,100.0,73.917,85.946,124805,114089,164795,135589,DEPU
2015-01-02,Well_#17,24.0,2116,157.94,738.052,100.0,73.307,87.99,125599,114839,165878,136770,DEPU
2015-01-03,Well_#17,24.0,2111,156.219,732.985,100.0,74.015,86.452,126395,115585,166956,137949,DEPU
2015-01-04,Well_#17,24.0,2114,153.941,731.797,100.0,73.507,87.137,127184,116323,168022,139134,DEPU
2015-01-05,Well_#17,24.0,2075,154.426,732.839,100.0,73.215,87.872,127966,117054,169078,140314,DEPU
2015-01-06,Well_#17,24.0,2071,155.84,731.224,100.0,73.249,87.622,128740,117776,170120,141490,DEPU
2015-01-07,Well_#17,24.0,2073,153.984,735.096,100.0,73.14,87.753,129509,118493,171156,142667,DEPU
2015-01-08,Well_#17,24.0,2104,153.696,728.026,100.0,73.002,88.81,130266,119203,172182,143831,DEPU
2015-01-09,Well_#17,24.0,2095,158.656,719.065,100.0,73.062,88.781,131039,119926,173226,145155,DEPU
2015-01-10,Well_#17,24.0,2080,157.546,715.207,100.0,73.259,88.587,131798,120633,174247,146328,DEPU
2015-01-11,Well_#17,24.0,2088,157.36,718.599,100.0,73.297,88.91,132544,121326,175248,147501,DEPU
2015-01-12,Well_#17,24.0,2071,156.288,715.416,100.0,73.783,87.96,133287,122015,176244,148673,DEPU
2015-01-13,Well_#17,24.0,2075,155.407,718.127,100.0,73.211,88.552,134032,122703,177237,149846,DEPU
2015-01-14,Well_#17,24.0,2072,154.73,710.515,100.0,73.71,87.356,134770,123391,178231,151019,DEPU
2015-01-15,Well_#17,24.0,2086,154.348,710.132,100.0,73.537,88.385,135512,124084,179233,152192,DEPU
2015-01-16,Well_#17,24.0,2054,153.916,709.873,100.0,73.867,88.284,136258,124766,180217,153361,DEPU
2015-01-17,Well_#17,24.0,2072,157.366,710.786,100.0,73.404,88.691,136993,125444,181197,154536,DEPU
2015-01-18,Well_#17,24.0,2076,154.292,715.762,100.0,72.8,89.524,137722,126135,182194,155710,DEPU
2015-01-19,Well_#17,24.0,2049,158.416,713.256,100.0,73.39,88.715,138438,126824,183191,156885,DEPU
2015-01-20,Well_#17,24.0,2050,159.452,708.805,100.0,73.805,87.943,139162,127512,184184,158059,DEPU
2015-01-21,Well_#17,24.0,2068,155.203,711.454,100.0,73.552,88.796,139882,128198,185174,159233,DEPU
2015-01-22,Well_#17,24.0,2038,159.64,708.268,100.0,73.195,88.399,140592,128882,186162,160349,DEPU
2015-01-23,Well_#17,24.0,2054,153.723,713.798,100.0,73.134,89.059,141311,129564,187148,161509,DEPU
2015-01-24,Well_#17,24.0,2059,157.295,714.258,100.0,73.307,89.191,142024,130247,188134,162666,DEPU
2015-01-25,Well_#17,24.0,2054,159.671,707.259,100.0,73.595,88.082,142741,130930,189121,163824,DEPU
2015-01-26,Well_#17,24.0,2067,157.147,705.816,100.0,73.424,87.974,143458,131607,190099,164983,DEPU
2015-01-27,Well_#17,24.0,2051,156.887,714.003,100.0,72.799,89.542,144174,132275,191065,166119,DEPU
2015-01-28,Well_#17,24.0,2067,157.107,708.46,100.0,72.916,89.326,144883,132942,192027,167254,DEPU
2015-01-29,Well_#17,24.0,2028,153.741,702.865,100.0,73.718,87.083,145597,133609,192991,168350,DEPU
2015-01-30,Well_#17,24.0,2044,156.484,703.659,97.91667,73.633,87.623,146321,134285,193968,169570,DEPU
2015-01-31,Well_#17,24.0,2033,157.903,704.733,100.0,73.318,88.581,147044,134959,194941,170749,DEPU
2015-02-01,Well_#17,24.0,2039,153.902,704.09,100.0,73.567,88.279,147762,135630,195910,171898,DEPU
2015-02-02,Well_#17,24.0,2034,155.314,706.623,100.0,73.512,88.453,148479,136296,196872,173032,DEPU
2015-02-03,Well_#17,24.0,2053,156.816,705.015,100.0,73.666,87.844,149182,136944,197808,174190,DEPU
2015-02-04,Well_#17,24.0,2045,156.437,702.896,100.0,73.579,87.28,149884,137596,198750,175336,DEPU
2015-02-05,Well_#17,24.0,2040,158.298,704.725,100.0,73.304,88.442,150585,138245,199688,176476,DEPU
2015-02-06,Well_#17,13.61,2041,159.38,17.585,56.38641,74.026,87.662,151056,138690,200330,177333,DEPU
2015-02-07,Well_#17,23.08,2034,156.467,131.194,89.85743,76.291,83.667,151785,139473,201461,179104,DEPU
2015-02-08,Well_#17,24.0,2033,157.619,447.421,100.0,72.99,89.308,152471,140158,202451,180293,DEPU
2015-02-09,Well_#17,24.0,2034,156.419,451.598,100.0,73.633,88.656,153119,140776,203342,181370,DEPU
2015-02-10,Well_#17,24.0,2028,153.939,455.647,100.0,75.903,88.621,153749,141394,204235,182446,DEPU
2015-02-11,Well_#17,24.0,2027,155.774,459.111,100.0,74.5,88.925,154356,141978,205080,183546,DEPU
2015-02-12,Well_#17,24.0,2017,154.955,456.468,100.0,73.308,88.097,154988,142572,205937,184688,DEPU
2015-02-13,Well_#17,24.0,2017,159.504,458.126,100.0,73.053,88.597,155600,143142,206760,185714,DEPU
2015-02-14,Well_#17,24.0,2030,156.519,460.383,100.0,72.874,88.96,156209,143708,207578,186776,DEPU
2015-02-15,Well_#17,24.0,2006,159.845,460.602,100.0,72.767,89.162,156813,144270,208390,187841,DEPU
2015-02-16,Well_#17,24.0,2016,156.037,465.202,100.0,72.849,89.363,157419,144832,209202,188895,DEPU
2015-02-17,Well_#17,24.0,1987,156.098,461.823,100.0,73.269,89.055,158024,145394,210013,189959,DEPU
2015-02-18,Well_#17,24.0,2007,156.749,456.438,100.0,73.588,87.98,158632,145961,210833,191010,DEPU
2015-02-19,Well_#17,24.0,1985,157.365,452.868,100.0,73.71,87.21,159249,146529,211653,192040,DEPU
2015-02-20,Well_#17,24.0,1999,157.998,453.351,100.0,73.445,88.251,159862,147092,212466,193058,DEPU
2015-02-21,Well_#17,24.0,2000,159.438,449.185,100.0,73.433,87.899,160459,147648,213270,194060,DEPU
2015-02-22,Well_#17,24.0,1987,155.196,450.093,100.0,73.484,88.513,161079,148218,214093,195047,DEPU
2015-02-23,Well_#17,24.0,1983,158.096,449.715,100.0,73.308,88.929,161705,148792,214922,196019,DEPU
2015-02-24,Well_#17,24.0,1973,155.32,445.709,100.0,72.906,89.018,162327,149365,215749,196987,DEPU
2015-02-25,Well_#17,24.0,1984,153.9,443.81,100.0,72.822,89.127,162974,149953,216598,197880,DEPU
2015-02-26,Well_#17,24.0,1983,158.912,443.212,100.0,72.932,89.218,163604,150523,217422,198746,DEPU
2015-02-27,Well_#17,24.0,1984,154.303,445.633,100.0,73.157,89.335,164207,151086,218235,199558,DEPU
2015-02-28,Well_#17,24.0,1988,157.462,442.142,100.0,73.34,88.95,164848,151685,219100,200391,DEPU
2015-03-01,Well_#17,23.32,1974,155.236,412.932,68.64707,87.135,83.292,165377,152198,219842,201078,DEPU
2015-03-02,Well_#17,24.0,1978,154.903,441.427,99.99819,73.941,88.87,166022,152802,220714,201957,DEPU
2015-03-03,Well_#17,24.0,1992,155.244,438.356,100.0,74.669,87.509,166668,153406,221586,202841,DEPU
2015-03-04,Well_#17,24.0,1968,159.846,435.469,100.0,74.259,88.001,167309,154014,222465,203718,DEPU
2015-03-05,Well_#17,24.0,1978,154.43,439.328,100.0,73.741,88.823,167954,154618,223337,204583,DEPU
2015-03-06,Well_#17,24.0,1960,156.146,441.26,100.0,74.024,88.82,168591,155223,224212,205438,DEPU
2015-03-07,Well_#17,24.0,1979,154.666,436.179,100.0,74.756,87.775,169227,155824,225079,206282,DEPU
2015-03-08,Well_#17,24.0,1975,154.125,433.153,97.91667,74.626,86.847,169862,156424,225946,207080,DEPU
2015-03-09,Well_#17,24.0,1971,158.18,436.215,97.91667,73.921,87.808,170451,156980,226748,207853,DEPU
2015-03-10,Well_#17,24.0,1951,154.475,437.112,100.0,71.526,88.537,171051,157546,227566,208645,DEPU
2015-03-11,Well_#17,24.0,1964,159.341,439.751,100.0,66.415,89.496,171676,158135,228417,209453,DEPU
2015-03-12,Well_#17,24.0,1967,159.75,440.608,100.0,66.517,89.412,172297,158722,229265,210277,DEPU
2015-03-13,Well_#17,24.0,1940,158.74,443.736,97.91667,66.157,90.043,172915,159302,230104,211084,DEPU
2015-03-14,Well_#17,24.0,1939,158.431,438.762,100.0,66.912,88.694,173530,159885,230945,211889,DEPU
2015-03-15,Well_#17,24.0,1971,154.685,431.549,100.0,67.374,86.382,174144,160466,231784,212687,DEPU
2015-03-16,Well_#17,24.0,1970,159.135,429.273,100.0,67.466,85.908,174760,161046,232622,213473,DEPU
2015-03-17,Well_#17,24.0,1936,154.52,432.008,100.0,66.624,87.534,175367,161623,233456,214252,DEPU
2015-03-18,Well_#17,24.0,1930,156.498,442.16,100.0,65.778,89.595,175987,162204,234295,215036,DEPU
2015-03-19,Well_#17,24.0,1965,155.956,439.469,100.0,66.441,89.356,176606,162786,235135,215818,DEPU
2015-03-20,Well_#17,24.0,1932,155.911,434.488,100.0,67.115,88.507,177228,163370,235979,216594,DEPU
2015-03-21,Well_#17,24.0,1938,158.229,434.212,100.0,67.245,88.213,177843,163952,236820,217364,DEPU
2015-03-22,Well_#17,23.17,1925,157.205,433.696,90.67177,70.16,87.662,178384,164469,237567,218108,DEPU
2015-03-23,Well_#17,24.0,1939,157.599,438.931,100.0,68.528,88.377,178989,165033,238382,218876,DEPU
2015-03-24,Well_#17,24.0,1925,156.518,435.293,100.0,71.127,87.893,179591,165605,239207,219627,DEPU
2015-03-25,Well_#17,24.0,1925,156.804,439.982,100.0,66.186,89.565,180212,166187,240047,220411,DEPU
2015-03-26,Well_#17,24.0,1921,159.29,436.275,100.0,66.048,89.831,180827,166760,240875,221170,DEPU
2015-03-27,Well_#17,24.0,1932,159.36,436.732,100.0,65.748,89.941,181446,167331,241701,221920,DEPU
2015-03-28,Well_#17,24.0,1931,159.489,435.794,100.0,66.316,89.682,182046,167891,242509,222652,DEPU
2015-03-29,Well_#17,24.0,1946,154.848,432.291,100.0,66.762,89.196,182648,168451,243318,223357,DEPU
2015-03-30,Well_#17,24.0,1934,155.52,428.456,100.0,67.045,87.77,183247,169009,244123,224072,DEPU
2015-03-31,Well_#17,24.0,1927,158.439,538.683,100.0,66.875,87.339,183847,169565,244928,224747,DEPU
2015-04-01,Well_#17,24.0,1919,153.911,726.133,100.0,66.618,88.004,184440,170119,245728,225436,DEPU
2015-04-02,Well_#17,24.0,1920,158.317,722.325,99.94536,67.343,87.753,185026,170671,246525,226170,DEPU
2015-04-03,Well_#17,24.0,1908,158.993,722.315,100.0,66.865,88.085,185648,171247,247357,226903,DEPU
2015-04-04,Well_#17,24.0,1915,153.765,724.183,100.0,66.816,88.032,186192,171801,248157,227624,DEPU
2015-04-05,Well_#17,24.0,1895,156.212,727.705,100.0,66.821,88.776,186737,172354,248956,228348,DEPU
2015-04-06,Well_#17,24.0,1896,159.693,725.284,100.0,67.859,87.547,187329,172945,249809,229106,DEPU
2015-04-07,Well_#17,19.5,1922,158.955,710.594,77.57303,73.992,85.118,187833,173427,250505,229767,DEPU
2015-04-08,Well_#17,24.0,1923,158.255,708.733,89.98931,74.762,87.144,188416,173994,251324,230504,DEPU
2015-04-09,Well_#17,24.0,1916,157.422,729.952,99.99895,67.876,88.674,189039,174658,252284,231323,DEPU
2015-04-10,Well_#17,24.0,1899,154.418,735.185,100.0,67.835,88.977,189669,175319,253239,232104,DEPU
2015-04-11,Well_#17,23.5,1891,157.825,731.816,94.02166,70.69,87.953,190271,175948,254147,232751,DEPU
2015-04-12,Well_#17,24.0,1916,154.254,735.598,99.99372,69.327,88.483,190876,176530,254988,233402,DEPU
2015-04-13,Well_#17,24.0,1885,157.45,734.339,100.0,69.823,89.082,191503,177121,255841,234053,DEPU
2015-04-14,Well_#17,24.0,1905,154.759,724.55,100.0,70.566,88.59,192138,177713,256696,234716,DEPU
2015-04-15,Well_#17,24.0,1897,157.895,718.743,100.0,68.829,88.713,192725,178269,257500,235383,DEPU
2015-04-16,Well_#17,24.0,1880,159.854,716.352,100.0,68.273,88.563,193303,178820,258296,236044,DEPU
2015-04-17,Well_#17,24.0,1883,155.802,710.226,100.0,68.599,87.515,193866,179358,259072,236709,DEPU
2015-04-18,Well_#17,24.0,1905,157.13,706.67,100.0,68.606,86.72,194387,179855,259790,237366,DEPU
2015-04-19,Well_#17,24.0,1891,157.105,713.889,100.0,67.871,88.268,194905,180351,260507,238026,DEPU
2015-04-20,Well_#17,24.0,1890,156.661,718.508,100.0,66.302,88.311,195450,180865,261249,238702,DEPU
2015-04-21,Well_#17,24.0,1886,155.24,715.771,100.0,66.587,87.791,196090,181471,262125,239381,DEPU
2015-04-22,Well_#17,24.0,1880,159.358,714.723,100.0,67.266,87.359,196727,182075,262997,240051,DEPU
2015-04-23,Well_#17,24.0,1870,155.25,715.45,100.0,66.082,88.72,197378,182694,263891,240725,DEPU
2015-04-24,Well_#17,24.0,1870,156.856,726.47,100.0,66.388,89.691,198034,183307,264777,241435,DEPU
2015-04-25,Well_#17,24.0,1863,157.798,716.348,97.91667,67.836,87.543,198689,183921,265664,242102,DEPU
2015-04-26,Well_#17,24.0,1861,155.958,714.879,100.0,67.744,87.034,199342,184533,266547,242741,DEPU
2015-04-27,Well_#17,24.0,1853,155.331,719.836,100.0,66.282,89.367,199989,185154,267445,243379,DEPU
2015-04-28,Well_#17,24.0,1850,159.47,718.599,100.0,65.5,89.673,200656,185795,268370,244014,DEPU
2015-04-29,Well_#17,24.0,1855,157.487,713.896,100.0,67.548,88.793,201297,186408,269256,244633,DEPU
2015-04-30,Well_#17,24.0,1879,156.313,704.608,100.0,69.456,88.472,201955,187037,270164,245236,DEPU
2015-05-01,Well_#17,24.0,1855,158.914,706.655,100.0,69.672,88.792,202597,187647,271045,245845,DEPU
2015-05-02,Well_#17,24.0,1849,159.357,706.238,100.0,69.95,87.734,203242,188255,271924,246453,DEPU
2015-05-03,Well_#17,24.0,1855,157.04,703.79,100.0,69.544,88.428,203881,188857,272793,247032,DEPU
2015-05-04,Well_#17,24.0,1870,157.763,699.724,100.0,69.614,88.364,204515,189454,273656,247602,DEPU
2015-05-05,Well_#17,24.0,1862,155.141,699.802,100.0,69.823,87.393,205145,190050,274517,248175,DEPU
2015-05-06,Well_#17,24.0,1846,154.246,695.865,100.0,70.302,86.81,205771,190638,275365,248736,DEPU
2015-05-07,Well_#17,24.0,1854,155.301,691.992,100.0,70.147,86.826,206393,191230,276221,249291,DEPU
2015-05-08,Well_#17,24.0,1839,154.694,688.63,100.0,69.894,87.162,207009,191813,277063,249843,DEPU
2015-05-09,Well_#17,24.0,1842,153.76,687.704,100.0,69.3,87.781,207621,192391,277898,250384,DEPU
2015-05-10,Well_#17,24.0,1850,158.658,690.247,100.0,69.577,87.862,208225,192965,278727,250918,DEPU
2015-05-11,Well_#17,24.0,1827,157.107,687.121,100.0,70.373,86.295,208828,193533,279547,251447,DEPU
2015-05-12,Well_#17,24.0,1849,158.828,689.203,100.0,70.184,87.608,209433,194106,280375,251977,DEPU
2015-05-13,Well_#17,24.0,1842,158.66,687.637,100.0,68.573,87.105,210028,194694,281225,252522,DEPU
2015-05-14,Well_#17,24.0,1842,159.342,688.214,100.0,69.107,85.87,210651,195291,282087,253076,DEPU
2015-05-15,Well_#17,24.0,1822,155.047,691.345,100.0,68.499,87.979,211266,195878,282935,253639,DEPU
2015-05-16,Well_#17,24.0,1817,159.365,697.29,100.0,69.079,88.345,211888,196473,283794,254208,DEPU
2015-05-17,Well_#17,24.0,1836,155.432,696.278,100.0,70.358,87.222,212508,197066,284651,254777,DEPU
2015-05-18,Well_#17,11.33,1818,159.385,689.725,65.08566,69.846,86.712,212771,197320,285018,255083,DEPU
2015-05-19,Well_#17,24.0,1823,156.431,699.183,100.0,67.988,86.542,213470,197973,285961,255757,DEPU
2015-05-20,Well_#17,24.0,1833,159.867,703.563,100.0,67.741,88.235,214121,198589,286851,256346,DEPU
2015-05-21,Well_#17,24.0,1821,157.307,705.588,100.0,67.422,89.175,214761,199192,287721,256895,DEPU
2015-05-22,Well_#17,24.0,1824,155.445,704.363,100.0,67.331,89.08,215392,199784,288577,257431,DEPU
2015-05-23,Well_#17,24.0,1833,156.03,701.761,100.0,67.682,88.062,216019,200374,289430,257964,DEPU
2015-05-24,Well_#17,24.0,1804,154.709,696.944,100.0,67.512,87.518,216643,200961,290276,258513,DEPU
2015-05-25,Well_#17,24.0,1807,159.865,692.659,100.0,67.559,87.529,217259,201543,291118,259054,DEPU
2015-05-26,Well_#17,24.0,1793,155.775,694.857,100.0,67.507,87.103,217881,202128,291963,259593,DEPU
2015-05-27,Well_#17,24.0,1824,155.149,691.515,100.0,67.589,86.208,218495,202707,292800,260130,DEPU
2015-05-28,Well_#17,24.0,1790,155.27,689.727,100.0,67.385,86.631,219105,203282,293630,260656,DEPU
2015-05-29,Well_#17,24.0,1789,155.941,687.359,100.0,67.277,86.265,219706,203852,294454,261178,DEPU
2015-05-30,Well_#17,24.0,1797,159.823,684.083,100.0,67.218,85.931,220306,204418,295271,261693,DEPU
2015-05-31,Well_#17,24.0,1812,154.276,683.69,100.0,67.183,86.511,220899,204980,296082,262204,DEPU
2015-06-01,Well_#17,24.0,1795,158.754,681.361,97.91667,66.572,85.813,221492,205543,296896,262718,DEPU
2015-06-02,Well_#17,24.0,1803,156.03,679.975,100.0,66.36,86.08,222081,206105,297707,263224,DEPU
2015-06-03,Well_#17,24.0,1779,157.341,681.213,100.0,65.732,87.268,222669,206662,298512,263723,DEPU
2015-06-04,Well_#17,24.0,1802,157.609,679.901,100.0,65.86,87.073,223252,207218,299315,264222,DEPU
2015-06-05,Well_#17,24.0,1786,155.378,676.426,100.0,66.114,86.706,223822,207772,300115,264708,DEPU
2015-06-06,Well_#17,24.0,1788,157.175,676.395,97.91667,66.134,86.637,224398,208323,300911,265197,DEPU
2015-06-07,Well_#17,24.0,1798,153.706,673.286,100.0,66.263,86.198,224972,208873,301706,265681,DEPU
2015-06-08,Well_#17,24.0,1801,156.405,671.952,100.0,66.437,85.967,225546,209423,302500,266159,DEPU
2015-06-09,Well_#17,24.0,1790,155.608,674.04,100.0,66.231,86.596,226116,209971,303291,266636,DEPU
2015-06-10,Well_#17,24.0,1775,159.271,676.802,100.0,65.965,87.334,226685,210514,304076,267110,DEPU
2015-06-11,Well_#17,24.0,1778,159.931,669.223,100.0,66.802,85.545,227243,211051,304852,267577,DEPU
2015-06-12,Well_#17,21.67,1784,154.213,615.21,70.95083,94.557,74.083,227637,211430,305398,267919,DEPU
2015-06-13,Well_#17,24.0,1765,159.011,593.234,76.12115,84.138,73.278,228081,211878,306045,268373,DEPU
2015-06-14,Well_#17,24.0,1770,156.753,667.473,100.0,66.688,85.416,228647,212445,306865,268878,DEPU
2015-06-15,Well_#17,24.0,1771,159.435,670.713,100.0,66.864,86.173,229206,213010,307681,269419,DEPU
2015-06-16,Well_#17,24.0,1765,157.185,670.092,100.0,66.812,85.106,229769,213575,308497,269920,DEPU
2015-06-17,Well_#17,24.0,1756,158.146,675.361,100.0,66.989,86.268,230336,214138,309311,270428,DEPU
2015-06-18,Well_#17,24.0,1775,154.247,675.895,100.0,67.383,85.369,230906,214705,310129,270935,DEPU
2015-06-19,Well_#17,24.0,1779,157.151,678.011,100.0,67.428,85.511,231478,215274,310952,271444,DEPU
2015-06-20,Well_#17,24.0,1772,154.231,685.177,100.0,67.694,87.278,232057,215848,311781,271953,DEPU
2015-06-21,Well_#17,24.0,1752,154.945,692.527,100.0,67.304,88.492,232639,216425,312613,272471,DEPU
2015-06-22,Well_#17,23.33,1747,154.667,684.906,90.16816,71.174,87.392,233161,216941,313359,272977,DEPU
2015-06-23,Well_#17,24.0,1745,157.275,695.001,100.0,68.009,88.217,233750,217505,314174,273504,DEPU
2015-06-24,Well_#17,24.0,1754,159.382,692.86,100.0,67.173,88.062,234340,218075,314998,274056,DEPU
2015-06-25,Well_#17,24.0,1767,157.945,689.284,100.0,66.486,88.547,234928,218641,315815,274581,DEPU
2015-06-26,Well_#17,24.0,1761,155.802,696.968,100.0,66.03,89.085,235510,219202,316625,275087,DEPU
2015-06-27,Well_#17,24.0,1745,158.638,690.183,100.0,66.565,88.525,236088,219761,317432,275610,DEPU
2015-06-28,Well_#17,24.0,1762,155.85,686.169,100.0,66.789,88.63,236650,220302,318214,276135,DEPU
2015-06-29,Well_#17,20.83,1750,154.371,675.29,84.53231,69.845,87.146,237122,220777,318900,276608,DEPU
2015-06-30,Well_#17,24.0,1749,157.402,681.202,100.0,70.887,87.011,237665,221300,319656,277120,DEPU
2015-07-01,Well_#17,24.0,1723,155.123,674.014,100.0,70.486,85.547,238184,221808,320389,277585,DEPU
2015-07-02,Well_#17,24.0,1739,155.917,679.412,100.0,67.917,86.191,238720,222325,321137,278063,DEPU
2015-07-03,Well_#17,24.0,1732,154.275,683.39,100.0,66.194,87.815,239263,222847,321891,278538,DEPU
2015-07-04,Well_#17,22.67,1726,154.699,662.054,76.06705,75.226,83.379,239809,223297,322541,278953,DEPU
2015-07-05,Well_#17,24.0,1747,158.538,640.488,80.90738,76.49,80.091,240297,223779,323236,279389,DEPU
2015-07-06,Well_#17,24.0,1714,154.262,681.38,100.0,65.453,88.273,240852,224310,324003,279861,DEPU
2015-07-07,Well_#17,24.0,1725,159.466,673.838,100.0,66.088,86.509,241381,224824,324746,280329,DEPU
2015-07-08,Well_#17,24.0,1742,153.95,669.396,100.0,66.4,85.481,241914,225338,325488,280794,DEPU
2015-07-09,Well_#17,24.0,1727,153.752,667.329,100.0,66.335,85.613,242445,225849,326227,281256,DEPU
2015-07-10,Well_#17,24.0,1707,159.407,672.383,100.0,65.411,87.969,242969,226354,326956,281710,DEPU
2015-07-11,Well_#17,24.0,1706,159.65,669.653,100.0,66.327,85.885,243488,226858,327683,282164,DEPU
2015-07-12,Well_#17,24.0,1726,159.101,664.353,100.0,66.371,85.412,244008,227359,328408,282614,DEPU
2015-07-13,Well_#17,24.0,1727,154.361,666.89,100.0,66.152,87.306,244520,227857,329127,283057,DEPU
2015-07-14,Well_#17,23.58,1727,157.481,655.666,83.14753,72.205,84.721,244964,228291,329753,283450,DEPU
2015-07-15,Well_#17,24.0,1722,154.59,666.051,99.95452,66.878,85.39,245489,228805,330497,283909,DEPU
2015-07-16,Well_#17,24.0,1705,156.698,667.778,100.0,66.231,86.194,246007,229303,331215,284355,DEPU
2015-07-17,Well_#17,24.0,1694,154.886,664.315,100.0,66.852,84.888,246513,229801,331935,284796,DEPU
2015-07-18,Well_#17,24.0,1701,154.72,666.591,100.0,66.7,86.135,247019,230300,332656,285233,DEPU
2015-07-19,Well_#17,24.0,1690,155.106,668.864,100.0,66.872,87.112,247528,230805,333385,285672,DEPU
2015-07-20,Well_#17,24.0,1713,157.738,670.831,100.0,67.196,87.972,248032,231290,334085,286102,DEPU
2015-07-21,Well_#17,24.0,1695,156.232,666.074,100.0,68.816,87.087,248542,231783,334798,286522,DEPU
2015-07-22,Well_#17,24.0,1699,159.911,662.715,100.0,69.54,85.635,249026,232248,335470,286942,DEPU
2015-07-23,Well_#17,24.0,1709,157.834,668.158,100.0,69.127,87.318,249496,232702,336125,287361,DEPU
2015-07-24,Well_#17,24.0,1694,157.67,664.656,100.0,69.675,87.031,249975,233168,336799,287769,DEPU
2015-07-25,Well_#17,24.0,1702,154.531,662.421,100.0,69.31,87.135,250453,233632,337468,288175,DEPU
2015-07-26,Well_#17,24.0,1687,155.308,658.72,100.0,70.386,84.394,250927,234093,338134,288578,DEPU
2015-07-27,Well_#17,24.0,1691,156.654,655.818,100.0,70.615,84.205,251400,234551,338796,288976,DEPU
2015-07-28,Well_#17,24.0,1702,159.069,665.404,100.0,69.734,86.792,251865,235005,339451,289371,DEPU
2015-07-29,Well_#17,24.0,1697,155.2,659.675,100.0,70.082,84.901,252315,235444,340085,289772,DEPU
2015-07-30,Well_#17,24.0,1669,155.892,657.786,100.0,68.908,85.986,252781,235893,340734,290180,DEPU
2015-07-31,Well_#17,24.0,1671,159.8,657.998,100.0,68.923,86.538,253225,236331,341367,290590,DEPU
2015-08-01,Well_#17,24.0,1692,158.146,664.012,100.0,67.428,87.921,253678,236782,342019,291010,DEPU
2015-08-02,Well_#17,24.0,1681,158.379,665.102,100.0,67.88,87.685,254131,237232,342668,291434,DEPU
2015-08-03,Well_#17,24.0,1678,154.969,668.949,100.0,67.918,88.056,254583,237679,343314,291863,DEPU
2015-08-04,Well_#17,24.0,1660,159.532,672.974,100.0,68.936,88.218,255045,238133,343970,292300,DEPU
2015-08-05,Well_#17,24.0,1664,157.296,685.893,100.0,66.201,89.662,255548,238638,344699,292749,DEPU
